Position,SampleID,ScannerResult,Status
A01,dbgi_007757_01,AL11852938,ok
B01,dbgi_007820_01,AL11852950,ok
C01,dbgi_007598_01,AL11852962,ok
D01,dbgi_007582_01,AL11852974,ok
E01,dbgi_007531_01,AL11852986,ok
F01,dbgi_007574_01,AL11852998,ok
G01,dbgi_007528_01,AL11853010,ok
H01,dbgi_008874_01,AL11853022,ok
A02,dbgi_007817_01,AL11852939,ok
B02,dbgi_007551_01,AL11852951,ok
C02,dbgi_007569_01,AL11852963,ok
D02,dbgi_007571_01,AL11852975,ok
E02,dbgi_007592_01,AL11852987,ok
F02,dbgi_007633_01,AL11852999,ok
G02,dbgi_007556_01,AL11853011,ok
H02,dbgi_007508_01,AL11853023,ok
A03,dbgi_007739_01,AL11852940,ok
B03,dbgi_007673_01,AL11852952,ok
C03,dbgi_007793_01,AL11852964,ok
D03,dbgi_007723_01,AL11852976,ok
E03,dbgi_007627_01,AL11852988,ok
F03,dbgi_007568_01,AL11853000,ok
G03,dbgi_007698_01,AL11853012,ok
H03,dbgi_007546_01,AL11853024,ok
A04,dbgi_007616_01,AL11852941,ok
B04,dbgi_008870_01,AL11852953,ok
C04,dbgi_007517_01,AL11852965,ok
D04,dbgi_007543_01,AL11852977,ok
E04,dbgi_007578_01,AL11852989,ok
F04,dbgi_007718_01,AL11853001,ok
G04,dbgi_007796_01,AL11853013,ok
H04,dbgi_007512_01,AL11853025,ok
A05,dbgi_007455_01,AL11852942,ok
B05,dbgi_007458_01,AL11852954,ok
C05,dbgi_007425_01,AL11852966,ok
D05,dbgi_007750_01,AL11852978,ok
E05,dbgi_007684_01,AL11852990,ok
F05,dbgi_007525_01,AL11853002,ok
G05,dbgi_007529_01,AL11853014,ok
H05,dbgi_007499_01,AL11853026,ok
A06,dbgi_007450_01,AL11852943,ok
B06,dbgi_007502_01,AL11852955,ok
C06,dbgi_007473_01,AL11852967,ok
D06,dbgi_007765_01,AL11852979,ok
E06,dbgi_007689_01,AL11852991,ok
F06,dbgi_007423_01,AL11853003,ok
G06,dbgi_007524_01,AL11853015,ok
H06,dbgi_007683_01,AL11853027,ok
A07,dbgi_007489_01,AL11852944,ok
B07,dbgi_007445_01,AL11852956,ok
C07,dbgi_007414_01,AL11852968,ok
D07,dbgi_007666_01,AL11852980,ok
E07,dbgi_007699_01,AL11852992,ok
F07,dbgi_007696_01,AL11853004,ok
G07,dbgi_007509_01,AL11853016,ok
H07,dbgi_007686_01,AL11853028,ok
A08,dbgi_007372_01,AL11852945,ok
B08,dbgi_007426_01,AL11852957,ok
C08,dbgi_007488_01,AL11852969,ok
D08,dbgi_007439_01,AL11852981,ok
E08,dbgi_007475_01,AL11852993,ok
F08,dbgi_007783_01,AL11853005,ok
G08,dbgi_007576_01,AL11853017,ok
H08,dbgi_007579_01,AL11853029,ok
A09,dbgi_007562_01,AL11852946,ok
B09,dbgi_007351_01,AL11852958,ok
C09,dbgi_007494_01,AL11852970,ok
D09,dbgi_007350_01,AL11852982,ok
E09,dbgi_007735_01,AL11852994,ok
F09,dbgi_007737_01,AL11853006,ok
G09,dbgi_007519_01,AL11853018,ok
H09,dbgi_007587_01,AL11853030,ok
A10,dbgi_007315_01,AL11852947,ok
B10,dbgi_007398_01,AL11852959,ok
C10,dbgi_007479_01,AL11852971,ok
D10,dbgi_007464_01,AL11852983,ok
E10,dbgi_007419_01,AL11852995,ok
F10,dbgi_007772_01,AL11853007,ok
G10,dbgi_007711_01,AL11853019,ok
H10,dbgi_007504_01,AL11853031,ok
A11,dbgi_007342_01,AL11852948,ok
B11,dbgi_007407_01,AL11852960,ok
C11,dbgi_007341_01,AL11852972,ok
D11,dbgi_007417_01,AL11852984,ok
E11,dbgi_007438_01,AL11852996,ok
F11,dbgi_007752_01,AL11853008,ok
G11,dbgi_007664_01,AL11853020,ok
H11,dbgi_007668_01,AL11853032,ok
A12,dbgi_007474_01,AL11852949,ok
B12,dbgi_007382_01,AL11852961,ok
C12,dbgi_007411_01,AL11852973,ok
D12,dbgi_007387_01,AL11852985,ok
E12,dbgi_007539_01,AL11852997,ok
F12,dbgi_007549_01,AL11853009,ok
G12,dbgi_007536_01,AL11853021,ok
H12,dbgi_007805_01,AL11853033,ok
