Position,SampleID,ScannerResult,Status
A01,vine_000257_01,AL11827690,ok
B01,vine_000269_01,AL11827702,ok
C01,vine_000467_01,AL11827714,ok
D01,vine_000259_01,AL11827726,ok
E01,vine_000208_01,AL11827738,ok
F01,vine_000330_01,AL11827750,ok
G01,vine_000500_01,AL11827762,ok
H01,vine_000353_01,AL11827774,ok
A02,vine_000461_01,AL11827691,ok
B02,vine_000459_01,AL11827703,ok
C02,vine_000380_01,AL11827715,ok
D02,vine_000285_01,AL11827727,ok
E02,vine_000329_01,AL11827739,ok
F02,vine_000271_01,AL11827751,ok
G02,vine_000092_01,AL11827763,ok
H02,vine_000199_01,AL11827775,ok
A03,vine_000163_01,AL11827692,ok
B03,vine_000200_01,AL11827704,ok
C03,vine_000465_01,AL11827716,ok
D03,vine_000272_01,AL11827728,ok
E03,vine_000437_01,AL11827740,ok
F03,vine_000390_01,AL11827752,ok
G03,vine_000213_01,AL11827764,ok
H03,vine_000478_01,AL11827776,ok
A04,vine_000480_01,AL11827693,ok
B04,vine_000218_01,AL11827705,ok
C04,vine_000374_01,AL11827717,ok
D04,vine_000223_01,AL11827729,ok
E04,vine_000366_01,AL11827741,ok
F04,vine_000472_01,AL11827753,ok
G04,vine_000244_01,AL11827765,ok
H04,vine_000228_01,AL11827777,ok
A05,vine_000491_01,AL11827694,ok
B05,vine_000401_01,AL11827706,ok
C05,vine_000405_01,AL11827718,ok
D05,vine_000462_01,AL11827730,ok
E05,vine_000158_01,AL11827742,ok
F05,vine_000432_01,AL11827754,ok
G05,vine_000482_01,AL11827766,ok
H05,vine_000187_01,AL11827778,ok
A06,vine_000488_01,AL11827695,ok
B06,vine_000392_01,AL11827707,ok
C06,vine_000474_01,AL11827719,ok
D06,vine_000316_01,AL11827731,ok
E06,vine_000391_01,AL11827743,ok
F06,vine_000420_01,AL11827755,ok
G06,vine_000310_01,AL11827767,ok
H06,vine_000463_01,AL11827779,ok
A07,vine_000232_01,AL11827696,ok
B07,vine_000254_01,AL11827708,ok
C07,vine_000385_01,AL11827720,ok
D07,vine_000172_01,AL11827732,ok
E07,vine_000436_01,AL11827744,ok
F07,vine_000256_01,AL11827756,ok
G07,vine_000471_01,AL11827768,ok
H07,vine_000279_01,AL11827780,ok
A08,vine_000282_01,AL11827697,ok
B08,vine_000222_01,AL11827709,ok
C08,vine_000476_01,AL11827721,ok
D08,vine_000333_01,AL11827733,ok
E08,vine_000170_01,AL11827745,ok
F08,vine_000356_01,AL11827757,ok
G08,vine_000473_01,AL11827769,ok
H08,vine_000408_01,AL11827781,ok
A09,vine_000296_01,AL11827698,ok
B09,vine_000386_01,AL11827710,ok
C09,vine_000309_01,AL11827722,ok
D09,vine_000378_01,AL11827734,ok
E09,vine_000264_01,AL11827746,ok
F09,vine_000233_01,AL11827758,ok
G09,vine_000327_01,AL11827770,ok
H09,vine_000235_01,AL11827782,ok
A10,vine_000284_01,AL11827699,ok
B10,vine_000355_01,AL11827711,ok
C10,vine_000495_01,AL11827723,ok
D10,vine_000367_01,AL11827735,ok
E10,vine_000354_01,AL11827747,ok
F10,vine_000497_01,AL11827759,ok
G10,vine_000286_01,AL11827771,ok
H10,vine_000364_01,AL11827783,ok
A11,vine_000421_01,AL11827700,ok
B11,vine_000438_01,AL11827712,ok
C11,vine_000395_01,AL11827724,ok
D11,vine_000147_01,AL11827736,ok
E11,vine_000381_01,AL11827748,ok
F11,vine_000137_01,AL11827760,ok
G11,vine_000394_01,AL11827772,ok
H11,vine_000192_01,AL11827784,ok
A12,vine_000300_01,AL11827701,ok
B12,vine_000415_01,AL11827713,ok
C12,vine_000314_01,AL11827725,ok
D12,vine_000219_01,AL11827737,ok
E12,vine_000324_01,AL11827749,ok
F12,vine_000260_01,AL11827761,ok
G12,vine_000230_01,AL11827773,ok
H12,vine_000267_01,AL11827785,ok
