Position,SampleID,ScannerResult,Status
A01,dbgi_003025_01,AL11867914,ok
B01,dbgi_001840_01,AL11867926,ok
C01,dbgi_002453_01,AL11867938,ok
D01,dbgi_001801_01,AL11867950,ok
E01,dbgi_002445_01,AL11867962,ok
F01,dbgi_002909_01,AL11867974,ok
G01,dbgi_001790_01,AL11867986,ok
H01,dbgi_001904_01,AL11867998,ok
A02,dbgi_001847_01,AL11867915,ok
B02,dbgi_002503_01,AL11867927,ok
C02,dbgi_002278_01,AL11867939,ok
D02,dbgi_002313_01,AL11867951,ok
E02,dbgi_002354_01,AL11867963,ok
F02,dbgi_002387_01,AL11867975,ok
G02,dbgi_002464_01,AL11867987,ok
H02,dbgi_003004_01,AL11867999,ok
A03,dbgi_001817_01,AL11867916,ok
B03,dbgi_001839_01,AL11867928,ok
C03,dbgi_003018_01,AL11867940,ok
D03,dbgi_002448_01,AL11867952,ok
E03,dbgi_001926_01,AL11867964,ok
F03,dbgi_007482_01,AL11867976,ok
G03,dbgi_007190_01,AL11867988,ok
H03,dbgi_007273_01,AL11868000,ok
A04,dbgi_007191_01,AL11867917,ok
B04,dbgi_007265_01,AL11867929,ok
C04,dbgi_007277_01,AL11867941,ok
D04,dbgi_007270_01,AL11867953,ok
E04,dbgi_007311_02,AL11867965,ok
F04,dbgi_007437_01,AL11867977,ok
G04,dbgi_007472_01,AL11867989,ok
H04,dbgi_007302_03,AL11868001,ok
A05,dbgi_007292_01,AL11867918,ok
B05,dbgi_007343_02,AL11867930,ok
C05,dbgi_007257_01,AL11867942,ok
D05,dbgi_007385_02,AL11867954,ok
E05,dbgi_007410_03,AL11867966,ok
F05,dbgi_007325_01,AL11867978,ok
G05,dbgi_007181_01,AL11867990,ok
H05,dbgi_007323_01,AL11868002,ok
A06,dbgi_007477_01,AL11867919,ok
B06,dbgi_007241_01,AL11867931,ok
C06,dbgi_007178_01,AL11867943,ok
D06,dbgi_007309_02,AL11867955,ok
E06,dbgi_007263_01,AL11867967,ok
F06,dbgi_007339_02,AL11867979,ok
G06,dbgi_007305_01,AL11867991,ok
H06,dbgi_007332_01,AL11868003,ok
A07,dbgi_007294_01,AL11867920,ok
B07,dbgi_007442_02,AL11867932,ok
C07,dbgi_007223_01,AL11867944,ok
D07,dbgi_007260_01,AL11867956,ok
E07,dbgi_003093_01,AL11867968,ok
F07,dbgi_007317_01,AL11867980,ok
G07,dbgi_007319_01,AL11867992,ok
H07,dbgi_007279_01,AL11868004,ok
A08,dbgi_007261_01,AL11867921,ok
B08,dbgi_007307_01,AL11867933,ok
C08,dbgi_007388_01,AL11867945,ok
D08,dbgi_007487_01,AL11867957,ok
E08,dbgi_007370_02,AL11867969,ok
F08,dbgi_007452_01,AL11867981,ok
G08,dbgi_007312_01,AL11867993,ok
H08,dbgi_007283_01,AL11868005,ok
A09,dbgi_007302_02,AL11867922,ok
B09,dbgi_007496_01,AL11867934,ok
C09,dbgi_007334_01,AL11867946,ok
D09,dbgi_007271_01,AL11867958,ok
E09,dbgi_007324_01,AL11867970,ok
F09,dbgi_007384_01,AL11867982,ok
G09,dbgi_007192_01,AL11867994,ok
H09,dbgi_003153_01,AL11868006,ok
A10,dbgi_007348_01,AL11867923,ok
B10,dbgi_007186_01,AL11867935,ok
C10,dbgi_007308_01,AL11867947,ok
D10,dbgi_007336_02,AL11867959,ok
E10,dbgi_007264_01,AL11867971,ok
F10,dbgi_007491_02,AL11867983,ok
G10,dbgi_007267_01,AL11867995,ok
H10,dbgi_007326_02,AL11868007,ok
A11,dbgi_007259_01,AL11867924,ok
B11,dbgi_007262_01,AL11867936,ok
C11,dbgi_007301_01,AL11867948,ok
D11,dbgi_007363_01,AL11867960,ok
E11,dbgi_007210_01,AL11867972,ok
F11,dbgi_007281_01,AL11867984,ok
G11,dbgi_007249_01,AL11867996,ok
H11,dbgi_007243_01,AL11868008,ok
A12,dbgi_007280_01,AL11867925,ok
B12,dbgi_007304_01,AL11867937,ok
C12,dbgi_007291_01,AL11867949,ok
D12,dbgi_007467_01,AL11867961,ok
E12,dbgi_007405_01,AL11867973,ok
F12,dbgi_007327_01,AL11867985,ok
G12,dbgi_007337_01,AL11867997,ok
H12,dbgi_007331_01,AL11868009,ok
