Position,SampleID,ScannerResult,Status
A01,dbgi_002240_01,AL11853802,ok
B01,dbgi_002666_01,AL11853814,ok
C01,dbgi_001867_01,AL11853826,ok
D01,dbgi_001837_01,AL11853838,ok
E01,dbgi_001928_01,AL11853850,ok
F01,dbgi_002606_01,AL11853862,ok
G01,dbgi_001838_01,AL11853874,ok
H01,dbgi_002698_01,AL11853886,ok
A02,dbgi_002338_01,AL11853803,ok
B02,dbgi_001857_01,AL11853815,ok
C02,dbgi_002374_01,AL11853827,ok
D02,dbgi_002959_01,AL11853839,ok
E02,dbgi_003039_01,AL11853851,ok
F02,dbgi_002727_01,AL11853863,ok
G02,dbgi_003010_01,AL11853875,ok
H02,dbgi_002635_01,AL11853887,ok
A03,dbgi_002365_01,AL11853804,ok
B03,dbgi_002699_01,AL11853816,ok
C03,dbgi_003013_01,AL11853828,ok
D03,dbgi_002642_01,AL11853840,ok
E03,dbgi_002312_01,AL11853852,ok
F03,dbgi_001862_01,AL11853864,ok
G03,dbgi_002253_01,AL11853876,ok
H03,dbgi_001777_01,AL11853888,ok
A04,dbgi_002359_01,AL11853805,ok
B04,dbgi_001827_01,AL11853817,ok
C04,dbgi_002725_01,AL11853829,ok
D04,dbgi_002648_01,AL11853841,ok
E04,dbgi_002671_01,AL11853853,ok
F04,dbgi_001841_01,AL11853865,ok
G04,dbgi_002643_01,AL11853877,ok
H04,dbgi_003051_01,AL11853889,ok
A05,dbgi_002375_01,AL11853806,ok
B05,dbgi_002661_01,AL11853818,ok
C05,dbgi_003036_01,AL11853830,ok
D05,dbgi_002732_01,AL11853842,ok
E05,dbgi_002690_01,AL11853854,ok
F05,dbgi_003016_01,AL11853866,ok
G05,dbgi_002990_01,AL11853878,ok
H05,dbgi_003050_01,AL11853890,ok
A06,dbgi_003049_01,AL11853807,ok
B06,dbgi_002390_01,AL11853819,ok
C06,dbgi_001935_01,AL11853831,ok
D06,dbgi_002665_01,AL11853843,ok
E06,dbgi_002607_01,AL11853855,ok
F06,dbgi_002543_01,AL11853867,ok
G06,dbgi_001195_01,AL11853879,ok
H06,dbgi_002702_01,AL11853891,ok
A07,dbgi_001788_01,AL11853808,ok
B07,dbgi_003040_01,AL11853820,ok
C07,dbgi_003029_01,AL11853832,ok
D07,dbgi_002972_01,AL11853844,ok
E07,dbgi_002733_01,AL11853856,ok
F07,dbgi_002624_01,AL11853868,ok
G07,dbgi_002433_01,AL11853880,ok
H07,dbgi_002743_01,AL11853892,ok
A08,dbgi_002592_01,AL11853809,ok
B08,dbgi_002693_01,AL11853821,ok
C08,dbgi_001823_01,AL11853833,ok
D08,dbgi_001799_01,AL11853845,ok
E08,dbgi_002652_01,AL11853857,ok
F08,dbgi_002600_01,AL11853869,ok
G08,dbgi_002443_01,AL11853881,ok
H08,dbgi_002715_01,AL11853893,ok
A09,dbgi_001868_01,AL11853810,ok
B09,dbgi_002668_01,AL11853822,ok
C09,dbgi_002505_01,AL11853834,ok
D09,dbgi_002257_01,AL11853846,ok
E09,dbgi_001180_01,AL11853858,ok
F09,dbgi_002977_01,AL11853870,ok
G09,dbgi_001235_01,AL11853882,ok
H09,blk_000026,AL11853894,ok
A10,dbgi_001164_01,AL11853811,ok
B10,dbgi_002691_01,AL11853823,ok
C10,dbgi_001900_01,AL11853835,ok
D10,dbgi_002951_01,AL11853847,ok
E10,dbgi_002682_01,AL11853859,ok
F10,dbgi_002599_01,AL11853871,ok
G10,dbgi_002572_01,AL11853883,ok
H10,dbgi_001232_01,AL11853895,ok
A11,dbgi_001190_01,AL11853812,ok
B11,dbgi_002349_01,AL11853824,ok
C11,dbgi_002939_01,AL11853836,ok
D11,dbgi_002986_01,AL11853848,ok
E11,dbgi_002916_01,AL11853860,ok
F11,dbgi_002373_01,AL11853872,ok
G11,dbgi_001766_01,AL11853884,ok
H11,dbgi_002585_01,AL11853896,ok
A12,dbgi_002406_01,AL11853813,ok
B12,dbgi_001127_01,AL11853825,ok
C12,dbgi_002399_01,AL11853837,ok
D12,dbgi_001902_01,AL11853849,ok
E12,dbgi_001037_01,AL11853861,ok
F12,dbgi_002545_01,AL11853873,ok
G12,dbgi_002525_01,AL11853885,ok
H12,dbgi_002516_01,AL11853897,ok
