Position,SampleID,ScannerResult,Status
A01,dbgi_000439_01,AL11833450,ok
B01,dbgi_000391_01,AL11833462,ok
C01,dbgi_000437_01,AL11833474,ok
D01,dbgi_000444_01,AL11833486,ok
E01,dbgi_000429_01,AL11833498,ok
F01,dbgi_000899_01,AL11833510,ok
G01,dbgi_000478_01,AL11833522,ok
H01,dbgi_000527_01,AL11833534,ok
A02,dbgi_000488_01,AL11833451,ok
B02,dbgi_000877_01,AL11833463,ok
C02,dbgi_000516_01,AL11833475,ok
D02,dbgi_000882_01,AL11833487,ok
E02,dbgi_000482_01,AL11833499,ok
F02,dbgi_000479_01,AL11833511,ok
G02,dbgi_000389_01,AL11833523,ok
H02,dbgi_000896_01,AL11833535,ok
A03,dbgi_000521_01,AL11833452,ok
B03,dbgi_000433_01,AL11833464,ok
C03,dbgi_000543_01,AL11833476,ok
D03,dbgi_000417_01,AL11833488,ok
E03,dbgi_000455_01,AL11833500,ok
F03,dbgi_000526_01,AL11833512,ok
G03,dbgi_000402_01,AL11833524,ok
H03,dbgi_000490_01,AL11833536,ok
A04,dbgi_000435_01,AL11833453,ok
B04,dbgi_000892_01,AL11833465,ok
C04,dbgi_000451_01,AL11833477,ok
D04,dbgi_000536_01,AL11833489,ok
E04,dbgi_000468_01,AL11833501,ok
F04,dbgi_000405_01,AL11833513,ok
G04,dbgi_000481_01,AL11833525,ok
H04,dbgi_000871_01,AL11833537,ok
A05,dbgi_000535_01,AL11833454,ok
B05,dbgi_000517_01,AL11833466,ok
C05,dbgi_000501_01,AL11833478,ok
D05,dbgi_000412_01,AL11833490,ok
E05,dbgi_000423_01,AL11833502,ok
F05,dbgi_000510_01,AL11833514,ok
G05,dbgi_000512_01,AL11833526,ok
H05,dbgi_000515_01,AL11833538,ok
A06,dbgi_000528_01,AL11833455,ok
B06,dbgi_000549_01,AL11833467,ok
C06,dbgi_000562_01,AL11833479,ok
D06,dbgi_000563_01,AL11833491,ok
E06,dbgi_000870_01,AL11833503,ok
F06,dbgi_000872_01,AL11833515,ok
G06,dbgi_000506_01,AL11833527,ok
H06,dbgi_000544_01,AL11833539,ok
A07,dbgi_000875_01,AL11833456,ok
B07,dbgi_000497_01,AL11833468,ok
C07,dbgi_000556_01,AL11833480,ok
D07,dbgi_000126_01,AL11833492,ok
E07,dbgi_000127_01,AL11833504,ok
F07,dbgi_000128_01,AL11833516,ok
G07,dbgi_000129_01,AL11833528,ok
H07,dbgi_000505_01,AL11833540,ok
A08,dbgi_000538_01,AL11833457,ok
B08,dbgi_000419_01,AL11833469,ok
C08,dbgi_000484_01,AL11833481,ok
D08,dbgi_000539_01,AL11833493,ok
E08,dbgi_000508_01,AL11833505,ok
F08,dbgi_000533_01,AL11833517,ok
G08,dbgi_000547_01,AL11833529,ok
H08,dbgi_000884_01,AL11833541,ok
A09,dbgi_000491_01,AL11833458,ok
B09,dbgi_000493_01,AL11833470,ok
C09,dbgi_000466_01,AL11833482,ok
D09,dbgi_000520_01,AL11833494,ok
E09,dbgi_000472_01,AL11833506,ok
F09,dbgi_000550_01,AL11833518,ok
G09,dbgi_000897_01,AL11833530,ok
H09,dbgi_000395_01,AL11833542,ok
A10,dbgi_000424_01,AL11833459,ok
B10,dbgi_000889_01,AL11833471,ok
C10,dbgi_000895_01,AL11833483,ok
D10,dbgi_000397_01,AL11833495,ok
E10,dbgi_000494_01,AL11833507,ok
F10,dbgi_000492_01,AL11833519,ok
G10,dbgi_000485_01,AL11833531,ok
H10,dbgi_000449_01,AL11833543,ok
A11,dbgi_000379_01,AL11833460,ok
B11,dbgi_000446_01,AL11833472,ok
C11,dbgi_000427_01,AL11833484,ok
D11,dbgi_000390_01,AL11833496,ok
E11,dbgi_000483_01,AL11833508,ok
F11,dbgi_000460_01,AL11833520,ok
G11,dbgi_000499_01,AL11833532,ok
H11,dbgi_000461_01,AL11833544,ok
A12,dbgi_000541_01,AL11833461,ok
B12,dbgi_000540_01,AL11833473,ok
C12,dbgi_000411_01,AL11833485,ok
D12,dbgi_000464_01,AL11833497,ok
E12,dbgi_000513_01,AL11833509,ok
F12,dbgi_000409_01,AL11833521,ok
G12,dbgi_000457_01,AL11833533,ok
H12,dbgi_000382_01,AL11833545,ok
