Position,SampleID,ScannerResult,Status
A01,fibl_000067_01,AL11833738,ok
B01,fibl_000070_01,AL11833750,ok
C01,fibl_000043_01,AL11833762,ok
D01,fibl_000033_01,AL11833774,ok
E01,fibl_000031_01,AL11833786,ok
F01,fibl_000009_01,AL11833798,ok
G01,fibl_000021_01,AL11833810,ok
H01,fibl_000020_01,AL11833822,ok
A02,fibl_000006_01,AL11833739,ok
B02,fibl_000028_01,AL11833751,ok
C02,fibl_000005_01,AL11833763,ok
D02,fibl_000073_01,AL11833775,ok
E02,fibl_000041_01,AL11833787,ok
F02,fibl_000045_01,AL11833799,ok
G02,fibl_000024_01,AL11833811,ok
H02,fibl_000039_01,AL11833823,ok
A03,fibl_000022_01,AL11833740,ok
B03,fibl_000059_01,AL11833752,ok
C03,fibl_000077_01,AL11833764,ok
D03,fibl_000014_01,AL11833776,ok
E03,,AL11833788,ok
F03,,AL11833800,ok
G03,,AL11833812,ok
H03,,AL11833824,ok
A04,,AL11833741,ok
B04,,AL11833753,ok
C04,,AL11833765,ok
D04,,AL11833777,ok
E04,,AL11833789,ok
F04,,AL11833801,ok
G04,,AL11833813,ok
H04,,AL11833825,ok
A05,,AL11833742,ok
B05,,AL11833754,ok
C05,,AL11833766,ok
D05,,AL11833778,ok
E05,,AL11833790,ok
F05,,AL11833802,ok
G05,,AL11833814,ok
H05,,AL11833826,ok
A06,,AL11833743,ok
B06,,AL11833755,ok
C06,,AL11833767,ok
D06,,AL11833779,ok
E06,,AL11833791,ok
F06,,AL11833803,ok
G06,,AL11833815,ok
H06,,AL11833827,ok
A07,,AL11833744,ok
B07,,AL11833756,ok
C07,,AL11833768,ok
D07,,AL11833780,ok
E07,,AL11833792,ok
F07,,AL11833804,ok
G07,,AL11833816,ok
H07,,AL11833828,ok
A08,,AL11833745,ok
B08,,AL11833757,ok
C08,,AL11833769,ok
D08,,AL11833781,ok
E08,,AL11833793,ok
F08,,AL11833805,ok
G08,,AL11833817,ok
H08,,AL11833829,ok
A09,,AL11833746,ok
B09,,AL11833758,ok
C09,,AL11833770,ok
D09,,AL11833782,ok
E09,,AL11833794,ok
F09,,AL11833806,ok
G09,,AL11833818,ok
H09,,AL11833830,ok
A10,,AL11833747,ok
B10,,AL11833759,ok
C10,,AL11833771,ok
D10,,AL11833783,ok
E10,,AL11833795,ok
F10,,AL11833807,ok
G10,,AL11833819,ok
H10,,AL11833831,ok
A11,,AL11833748,ok
B11,,AL11833760,ok
C11,,AL11833772,ok
D11,,AL11833784,ok
E11,,AL11833796,ok
F11,,AL11833808,ok
G11,,AL11833820,ok
H11,,AL11833832,ok
A12,,AL11833749,ok
B12,,AL11833761,ok
C12,,AL11833773,ok
D12,,AL11833785,ok
E12,,AL11833797,ok
F12,,AL11833809,ok
G12,,AL11833821,ok
H12,,AL11833833,ok
